CustomerID,Spend,Frequency
1,67.64052345967664,65.61935318832002
2,54.00157208367223,45.669262076937436
3,59.787379841057394,77.12338231546741
4,72.40893199201457,74.31542203278667
5,68.67557990149967,66.89747596501371
6,40.22722120123589,29.3769700110767
7,59.50088417525589,69.22350750366836
8,48.48642791702302,62.801144757472954
9,48.96781148206442,46.51708104947249
10,54.10598501938372,47.87344691826335
11,51.44043571160878,47.4804470515524
12,64.54273506962976,50.95751104681226
13,57.610377251469934,70.83640252813962
14,51.216750164928285,51.25118954927047
15,54.43863232745426,54.43666462636875
16,53.33674327374267,68.67378282784713
17,64.94079073157606,57.209968253333344
18,47.94841736234199,43.93586799063115
19,53.13067701650901,51.97710937278242
20,41.45904260698275,51.574597096862675
21,24.470101841659215,39.60245706221899
22,56.53618595440361,65.70687216638285
23,58.64436198859506,65.93329270647361
24,42.57834979593558,48.09867122604022
25,72.69754623987608,44.665205393426206
26,35.45634325401235,31.495811472311082
27,50.45758517301446,43.326148952175764
28,48.128161499741665,61.136498186754054
29,65.32779214358457,59.79913421539213
30,64.69358769900285,85.40256179804794
31,51.54947425696916,47.89039095603513
32,53.781625196021736,44.805324779460996
33,41.12214252369887,55.57150733390844
34,30.19203531776073,31.921453859407816
35,46.52087850673848,49.34776346957535
36,51.5634896910398,62.4721853236919
37,62.30290680727721,60.289425190841705
38,62.02379848784411,55.21694093715092
39,46.12673182592048,54.15948206325419
40,46.976972494246645,43.55533419454126
41,39.51447034932907,34.78958192733859
42,35.79982062821025,28.87725164662178
43,32.937298093749874,32.470585456563185
44,69.5077539523179,63.31195306982455
45,44.90347818248347,53.598738257755954
46,45.619256983888135,44.15042845622844
47,37.47204639950074,40.75296403018037
48,57.7749035583191,44.14446856289006
49,33.86102152442049,41.939364554948526
50,47.872597197860316,54.47923748888025
51,41.045334388063246,48.83383483943004
52,53.86902497859262,68.94222750617803
53,44.89194862431127,48.68771068115571
54,38.19367815877588,44.712973647944345
55,49.718177716613454,53.238179300168724
56,54.283318705304175,49.44592984557776
57,50.66517222383168,49.307743525145874
58,53.02471897739781,51.67500468413484
59,43.65677906319036,53.71014122034774
60,46.372588340128615,37.829333445738484
61,43.27539552224049,25.327741108851793
62,46.40446838459459,56.233574949975555
63,41.86853717955546,49.89628678100141
64,32.73717397668323,28.063210412735405
65,51.77426142253753,37.63193210593863
66,45.982190637917384,34.782256143853594
67,33.69801653033956,42.56998324865387
68,54.627822555257744,55.390643063839256
69,40.92701635616758,53.15830416750453
70,50.51945395796139,43.86309076802363
71,57.290905621775366,53.878168183248
72,51.28982910757411,46.243269244204164
73,61.394006845433005,64.66974038052955
74,37.651741796463476,49.07560971149301
75,54.02341641177549,61.48873090183241
76,43.15189909059687,61.062460447229746
77,41.29202850818118,40.56665741024154
78,44.21150335235585,56.688322799693395
79,46.88447467872627,47.59590446262478
80,50.561653422297454,32.08391855596662
81,38.348501592166436,58.00765031299864
82,59.008264869541875,56.597526165152
83,54.6566243973046,53.07858151150654
84,34.63756313722776,39.89213909774553
85,64.882521937956,45.76581258351142
86,68.95889176030583,78.30694588536105
87,61.78779571159651,70.2472578782657
88,48.200751641876494,49.385398296776515
89,39.292473784894575,44.32161845654717
90,60.54451726931137,58.56174647122815
91,45.9682305302682,53.623588808239376
92,62.224450703824274,71.29784026708643
93,52.0827497807686,54.05666150782898
94,59.76639036483713,73.50487242914465
95,53.56366397174402,43.67036348837273
96,57.06573168191948,47.17470788483698
97,50.10500020720821,25.335146243205596
98,67.85870493905836,75.561247685205
99,51.2691209270362,50.40785512132192
100,54.019893634447016,45.44321408897504
101,68.83150697056254,75.22324295168583
102,36.52240938857554,34.050405955289435
103,37.29515001514267,39.628945699548424
104,59.69396708158011,68.40210826137726
105,38.2687659488584,45.007317687611774
106,69.43621185649292,85.70888166531589
107,45.863810192402525,53.38077537709641
108,42.525451885592425,34.642040373564484
109,69.22942026480385,61.14721221688251
110,64.80514791434425,51.069111124540655
111,68.6755896042657,64.6295974712765
112,59.060446582753855,69.34107698727547
113,41.38774314945297,26.199918829245576
114,69.10064953099034,64.26264793117747
115,47.31996629048619,53.4706983323581
116,58.02456395796395,66.24076854960879
117,59.47251967773748,60.73910834243682
118,48.44989906909166,54.202399486409284
119,56.1407937034608,77.20317123871622
120,59.222066715665264,68.16696260714116
121,53.7642553115563,45.89274647616588
122,39.00599209415805,25.033796490241812
123,52.98238174206056,56.255578011624564
124,63.2638589668703,71.21040337119683
125,43.05432140268635,38.894122343345764
126,48.503654596723294,55.616398412056036
127,45.64846448278362,45.24308447267152
128,68.49263728479342,51.448080943480555
129,56.722947570124354,62.56048242373014
130,54.0746183624111,43.99874001593973
131,42.30083925554683,49.552690352393995
132,55.392491912918175,64.8596812499012
133,43.25667339342624,48.32400228760385
134,50.31830558274351,66.76779797686356
135,43.64153921621119,48.772640515655
136,56.764332949465,60.024428178586064
137,55.76590816614941,60.93109599887447
138,47.91701244422005,49.536730989532856
139,53.96006712661645,73.10282929683233
140,39.06938491269494,45.92147469203458
141,35.087424072943946,61.80206014634317
142,54.39391701264537,41.778085345479745
143,51.66673495372529,52.300490186095274
144,56.35031436892106,50.22780549345572
145,73.83144774863942,80.89580373515382
146,59.444794869904136,57.9541198002046
147,40.87177774555842,44.08628681988527
148,61.17016288095853,57.74345913854348
149,36.84092589488479,40.298184449862035
150,45.38415395185291,40.70135117985428
151,49.317583946753686,52.236500108292304
152,67.13342721649366,71.78393491502528
153,42.5524517795156,43.80220122521495
154,41.73561461340986,47.33495008726362
155,49.01547475574568,55.8017108973814
156,43.365217136378924,39.31967088072713
157,61.26635922106507,67.958801768185
158,39.200684916365766,44.138909885814314
159,38.52531347588898,50.734709975531146
160,45.62179955255566,46.65867892880163
161,45.01967549307695,51.995321989251494
162,69.29532053816986,62.59940907247845
163,59.49420806925761,46.58509913033018
164,50.87551241385191,52.824125365182745
165,37.74564481169832,39.68789687479759
166,58.44362976401547,51.69536066697034
167,39.997846526104354,20.02751209677474
168,34.55228903222388,58.60999511914505
169,61.88029792352302,68.08108255300273
170,53.1694261192485,56.94240775210149
171,59.208588237808186,74.73362018835549
172,53.187276529430214,38.532005325096094
173,58.568306119026914,62.21324652972684
174,43.48974406699853,43.334518007413365
175,39.657571582155356,51.64319550756956
176,56.81594518281627,52.63780964857209
177,41.965903358261585,25.014278234200354
178,43.10450222249799,51.31524578986799
179,45.44467496482657,27.707947236698402
180,50.174791590250564,39.58028793006753
181,46.46006088746516,53.7445925358922
182,36.25048706581981,47.842333549969595
183,43.5638159716711,46.379354602530825
184,27.765968477755735,23.8208243537372
185,56.25231451027187,36.398813239616935
186,33.979423443932525,29.55600115865773
187,38.956166605715495,29.560285652647686
188,50.52165079260974,47.31847404623289
189,42.60437003608687,33.38120407317164
190,65.43014595406736,60.132526302559604
191,37.07143090276551,53.7061883321293
192,52.670508693491826,27.405838821318465
193,49.607171817725046,26.916738548786686
194,38.31906502258803,43.53594841682149
195,55.232766605317536,51.43565918873547
196,48.28453668777752,37.55742334417786
197,57.717905512136674,44.72704125617392
198,58.235041539637315,60.03252475504959
199,71.6323594928069,74.3115897127441
200,63.36527949436392,71.0671464635001
201,46.30818162057557,59.503305525067226
202,47.60620822424074,43.34767692529032
203,60.99659595887113,61.92889884614312
204,56.55263730722598,55.54397410078505
205,56.40131526097592,55.87335574124785
206,33.830439556891655,31.409552446102467
207,49.75673875601064,37.397967982344724
208,42.61969090794311,44.80782216669808
209,52.79924599043238,55.27359580694981
210,49.01849610357042,49.929737040137745
211,59.10178908092592,68.45817453622269
212,53.17218215191302,59.81454611499703
213,57.86327962108976,39.87484022563773
214,45.33580903264057,35.560459948750925
215,40.555537440817496,50.62427629493199
216,45.899503067974514,41.48686488639576
217,49.82979586138559,52.46052026126794
218,53.791517355550816,50.85324727515015
219,72.59308950690851,84.9916355327004
220,49.577428483393575,51.10784260331714
221,40.44054999507223,41.35995251892413
222,46.540182243006136,31.59415225430613
223,45.36404025353906,28.939869730285054
224,54.81481473773462,50.88999382729742
225,34.592029855553754,43.97262379666544
226,50.632619942003316,42.87742419606608
227,51.56506537965375,65.87127426292605
228,52.32181036200276,46.348716986564725
229,44.026839310346375,48.18060447526458
230,47.62078270263993,42.65379473843855
231,35.75939091017469,40.311064828685154
232,45.066801166378056,59.036250660375856
233,44.57138523983282,54.174712958696475
234,54.16050046261425,70.8553793250184
235,38.438175681780876,31.187643516384824
236,57.81198101709993,46.455133865112295
237,64.94484544491368,52.613757177758124
238,29.300149749864673,27.028963994785386
239,54.26258730778101,41.40766187306336
240,56.76908035030245,47.451021077409685
241,43.625629744477706,36.01886022968448
242,46.02728185671202,78.23229974712328
243,48.671194224130446,50.88062305195723
244,47.02209120598272,46.392968582728095
245,46.90987030952878,40.61100018177045
246,33.23996193670023,22.50786832829177
247,61.5233156478312,61.53387379755155
248,60.79618592036821,50.618972355482974
249,41.86635740795797,26.123080839760753
250,35.33575672197486,18.98143662987248
251,55.21064876452758,72.2537886476623
252,44.242120301869335,37.62442216319889
253,51.4195316332078,34.82036211861865
254,46.806715828549045,43.4728069669099
255,56.91538751070186,63.69300125845897
256,56.94749143656006,56.84281619170419
257,42.74402621536416,31.4208100503081
258,36.166360446049445,35.26195581784178
259,34.170616026649185,28.29151010044748
260,56.10379379107205,66.37989373581703
261,38.111407422159715,52.73309587137372
262,44.93183645701313,47.38420990785917
263,44.03685961549492,25.46792193180249
264,49.47432703730454,47.399051698576514
265,30.63720194153493,31.56174406480195
266,51.887785967938285,46.453342837232555
267,55.23891023834206,50.22291141774127
268,50.88422087044661,54.742448091551815
269,46.89113828301528,52.77969065358431
270,50.97400166268783,62.56039865524956
271,53.9904634564013,46.515292856886866
272,22.274072435733498,19.839446087631725
273,69.55912308250694,68.24848984767556
274,53.90093322687927,56.56850110487879
275,43.4759141761298,48.735669413151584
276,46.09046624812399,47.211690329066
277,54.93741777349189,49.60462157755103
278,48.83896060965633,57.24691013135832
279,29.693155322185056,40.18186721673695
280,70.6449286135932,86.79463800350459
281,48.894593427675275,58.212990603927366
282,60.201727117158,37.489294654543215
283,43.079501522156086,35.69725165756887
284,65.36377054245798,65.8370613344082
285,52.8634368889228,54.720356201295345
286,56.08843834475451,43.03026624049744
287,39.547466338530455,32.48323301328682
288,62.11145289682701,60.31957354850971
289,56.89818164534788,61.936728748958934
290,63.01846229564998,56.75541597848688
291,43.71912440358421,43.436303071084595
292,45.18972881539212,38.034737186999315
293,73.03916697683943,77.9175791746209
294,39.39984177278453,38.556433852285544
295,48.64050299321679,66.37839791207506
296,61.36891362602695,56.93496426631638
297,50.977249677148556,40.15652454326971
298,55.82953679753294,50.702450240956445
299,46.005509707371246,41.54527225514715
300,53.700558878475185,72.60070011267211
301,36.93473148264683,50.30850569627618
302,66.58130679618188,69.62095434296734
303,48.818359548714305,47.68957027285515
304,43.1982179600315,21.083256527015365
305,56.66383082031914,49.00402571515316
306,45.39280212611447,45.51440644994542
307,36.65741528597246,31.103808557325454
308,36.53282494202445,55.08824894888156
309,56.937731526901324,66.11727758740764
310,48.40426561853733,50.75667549062537
311,48.662984403315605,57.24756690926324
312,60.77743805976263,49.02564820346811
313,38.73174191243257,54.97382651955583
314,42.69322247135175,65.46399597576308
315,46.15120190818725,44.34632693966019
316,50.94351589317074,56.53426966091038
317,49.57828548709421,47.58554314712945
318,47.13112807610092,41.67715166015088
319,49.38373597904353,55.14324982825691
320,48.92694723708826,60.579329021935905
321,42.80395611448207,59.67611191484059
322,41.870070114459224,60.66468662370515
323,52.745163577239396,40.82203548756018
324,41.09084917004472,37.63554333017628
325,38.42644740809146,37.5003487799867
326,46.87707748874307,47.175199448171355
327,48.42332983836184,26.08256580533977
328,72.56723497298209,72.43877361548164
329,42.952997241437664,60.762994008963744
330,59.43260724969495,41.73454979812065
331,57.47188334204632,55.814278573505234
332,38.11055044796264,35.14801227831433
333,57.732529774026,61.717014728065074
334,38.16119359806682,35.376654762376454
335,23.408277620032592,15.750870029816191
336,56.06319524359381,61.94422508980016
337,32.44109416562281,32.172582237296226
338,54.509344618059146,67.00122224584507
339,43.15989102262783,49.12897690231838
340,66.59550796189872,74.64909942287709
341,60.685093993160095,72.9359700171077
342,45.46614196148612,28.811323403517733
343,43.12162388971318,50.58017433876067
344,37.8592259690588,39.626409837872714
345,45.59077367707408,35.295833642593934
346,47.19644504815491,44.149432005437205
347,46.35306455608315,38.00499848833643
348,51.56703855272364,46.08581410062407
349,55.78521497728878,53.50979662604778
350,53.49654456993174,49.576561339277845
351,42.35856076093557,59.89619988717641
352,35.62208526198422,31.073232318014206
353,63.64531848102472,61.62116980613638
354,43.105508154500626,35.1477016355765
355,43.47706400064981,51.02728687425913
356,44.78810687698889,50.27130638507192
357,31.569304498433514,25.529302290863395
358,45.22025995959513,34.47795017240482
359,45.203441859920524,42.86370297003713
360,56.203582983435126,48.89090285161392
361,56.98457149107336,63.01604448193641
362,50.037708890862696,30.94686094875882
363,59.31848374114304,54.67379101975498
364,53.39964983801262,71.52665907389924
365,49.84317888397445,55.5702477667401
366,51.60928168298223,40.30197687554471
367,48.093465064186006,45.96712440966703
368,46.0515048596655,55.19337134327867
369,47.322664631060334,57.61192888379929
370,38.71988668529993,29.383345887573782
371,52.80441705316296,62.49025426818639
372,40.06876389070419,35.60050827328475
373,58.416312640736365,45.26101977739691
374,47.50541419839051,57.1700718492881
375,50.494949816500906,49.189023128962475
376,54.93836776280956,53.528393614919565
377,56.43314465062928,53.655189411154936
378,34.293765913665474,36.228620996577284
379,47.930963238360285,50.72145722322967
380,58.801789120807825,47.974613443750954
381,33.01894180567746,26.846569638540235
382,53.87280475395063,44.809864620930185
383,27.444357705978106,43.69383469551087
384,39.77493156364396,31.536028535754227
385,50.38630551840188,56.96075423300115
386,33.43284897678046,46.77186834020571
387,40.1448926231585,32.74867752896271
388,35.281649925364135,35.635389786486925
389,66.4813493220756,56.90069933993783
390,51.64227755487334,50.56095165609472
391,55.67290277852669,50.41909691348525
392,47.77324899484846,56.173248459568654
393,46.46568251242801,40.26229447970678
394,33.83525811348967,32.4823948051228
395,47.08162637252137,65.6604378282406
396,42.38507788188377,32.40370121151853
397,58.579239242923364,71.78602062286406
398,61.411018666575735,61.284617058813275
399,64.66578715574178,70.23562644548667
400,58.52551939461232,57.25527151634031
401,44.01346063077014,48.893895187219954
402,38.84103014039606,44.41533277194657
403,57.66663181645086,53.11896195322418
404,53.56292817472289,47.49025572214566
405,32.314615493229695,21.64030705555601
406,53.55481792743769,48.53176208710639
407,58.14519822487866,53.28791377195544
408,50.5892558918163,49.67003850482354
409,48.149463289906585,38.525863593797204
410,41.923515123836445,41.888219222162085
411,35.53465300436612,34.77571918496433
412,58.002979493400275,58.936241215836226
413,46.908855552282915,59.19015590567709
414,47.66533338456307,47.48677989126535
415,67.32721186919133,62.60676245893149
416,56.8450110685919,59.05915077218129
417,53.70825001281102,68.17685468702969
418,51.42061805187236,55.72662005408584
419,65.19994860765773,75.87728012288733
420,67.19589307416194,50.95496089066149
421,59.295051114795285,47.42219244591358
422,55.822245913979245,44.75877145752971
423,29.053969287938553,40.94725193806882
424,51.237219142335064,37.827246932060774
425,48.69893045806296,56.20645538227041
426,50.939532293855684,53.0841299758571
427,59.43046087322518,62.599168570200455
428,22.603228328104436,35.125918687857926
429,44.30687946529815,53.951265917108024
430,52.69904354940761,74.00256745905654
431,45.331544539472375,37.6992441969096
432,35.830938868737405,53.78654661095214
433,58.68963486896796,55.203447378338154
434,52.76871905846128,48.90925224587319
435,40.28895429555516,43.11413899661578
436,53.14817204515824,42.24331133714389
437,58.21585712049796,60.69563613312311
438,50.05292646299361,47.043108380543075
439,58.00564803430997,62.49168304124908
440,50.78260175161661,60.334194137176794
441,46.04771017345646,60.615927770638194
442,38.40579483600087,31.92611904775089
443,49.14069233028387,45.42718590922334
444,51.94292938045772,62.11113903415614
445,58.75832761587331,70.76752124782645
446,48.84892531512773,59.649896450022254
447,54.57415606220991,50.63267176147678
448,40.353879862662716,39.33398484355372
449,42.17370844172475,18.442481525945485
450,48.896107009731125,45.372011456384406
451,39.45371536014986,28.741763669557606
452,58.20247837324681,63.75630934914852
453,54.63130329318607,37.5406323714934
454,52.790957643924536,45.91897898027142
455,53.389041252159444,54.01268223694494
456,70.21043561484797,70.61881493518774
457,45.311358120332045,49.68012590840309
458,27.985587144994422,18.511540323091225
459,51.99300196896465,64.99430465062555
460,49.49396459038334,61.08168331277625
461,44.824809574895966,49.81338190731451
462,40.2117014064123,42.49278953571083
463,45.60810478197852,39.50616816570996
464,51.81338429217821,33.5713338224643
465,44.971832993574616,44.530811520589495
466,74.12453679543748,98.60630347531846
467,40.39495618366852,49.7250715800207
468,42.06882637292328,40.537321120584934
469,27.113799599854715,27.54456505991982
470,52.51484415021537,66.64552437968084
471,29.835933722002398,41.15390449641268
472,44.60545366625499,35.76657430512221
473,47.24329465439443,42.60213312119397
474,42.902720341531115,51.30432359326454
475,67.3887267745451,66.02800571360312
476,59.94394391315499,67.49535336724036
477,63.19136876301576,73.14114436604332
478,41.17581181450082,25.55138965029032
479,61.285940645145686,57.925867440293516
480,54.96000946343962,57.54275787009868
481,57.714059486768456,63.73683255206822
482,60.29438828782767,62.07862183000066
483,40.91236754040947,48.18143799442324
484,45.756823790220984,56.24539890817745
485,58.62596011328451,55.004891326685325
486,23.443809070250673,30.18828833877685
487,65.13328082573204,60.346722352267165
488,55.53132064207584,53.19672762031435
489,49.54296039339765,53.61402782167292
490,52.20507655757173,55.044266032811684
491,39.70064716691024,47.438655314884784
492,46.500566354108955,50.634846117751806
493,61.002843382203736,59.682716455586
494,62.98021972326221,73.80594744131687
495,76.96224052563579,68.78723682181717
496,49.26075333719585,63.74676847809269
497,43.414470331949964,54.26824537662222
498,44.85766034060011,42.49952258581844
499,39.81958124712635,23.230106495974905
500,49.22145244059149,60.40008811565769
501,53.82732430012268,64.5372343326948
502,49.657577194680464,45.827626341730266
503,60.963468456657985,58.98229307797144
504,47.65784198655464,33.66974228417678
